raw_text,normalized_message,intent,sentiment,confidence,clarification
upd8  phn  no.,There was an unauthorized transaction,report_fraud,angry,0.7,Please share more details
upd8 phn% n^o.,Money missing from account,report_fraud,worried,0.99,Please share more details
bal  pls,Unknown deduction from my account,report_fraud,angry,0.73,
🙄  y  u  guys  slow,Fraud alert on my account,report_fraud,worried,0.78,Can you provide transaction ID?
m@era  a@ccou$nt  block  ho  ga$ya  😭,There was an unauthorized transaction,report_fraud,angry,0.75,Can you provide transaction ID?
🤔 uh wot's IFSC??,I think this is fraud,report_fraud,upset,0.87,
IFSC@  k#ya  @hota  hai?,My money was stolen,report_fraud,worried,0.83,
itna s^low kyu ho,My money was stolen,report_fraud,worried,0.82,
samajh nahi aaya,I think this is fraud,report_fraud,worried,0.8,Can you provide transaction ID?
mera  account  block  ho  gaya  😭,Suspicious activity detected,report_fraud,angry,0.94,
no  clue  wht  hpp#nd  😕,Fraud alert on my account,report_fraud,upset,0.73,Can you provide transaction ID?
itna slow kyu ho,Help me report a scam,report_fraud,angry,0.9,
upd8 phn no.,Help me report a scam,report_fraud,upset,0.74,Please share more details
phone  num#ber  badalna  h$a$i,I think this is fraud,report_fraud,worried,0.91,Please share more details
IFSC kya hota hai?,Help me report a scam,report_fraud,upset,0.98,Can you provide transaction ID?
wnt  2  tlk  2  sm1,Unknown deduction from my account,report_fraud,upset,0.92,
😡  y  tf  my  txn  fail,Suspicious activity detected,report_fraud,angry,0.97,
phone* num%ber badalna hai,Help me report a scam,report_fraud,angry,0.75,
😭#  @acct  blckd?,There was an unauthorized transaction,report_fraud,angry,0.96,Please share more details
😭* acct# blck$d?^,Money missing from account,report_fraud,worried,0.95,Please share more details
service  achi  lagi  😊,Money missing from account,report_fraud,angry,0.77,
no clue wht hppnd 😕,Someone scammed me,report_fraud,upset,0.87,
phir  error  aa  raha  hai,There was an unauthorized transaction,report_fraud,angry,0.72,
mere paise kahan gaye 😡,There was an unauthorized transaction,report_fraud,worried,0.77,Please share more details
p@hir  er$ro@r  aa  raha  hai,Money missing from account,report_fraud,worried,0.91,Please share more details
bal pls,Fraud alert on my account,report_fraud,angry,0.76,Please share more details
service achi lagi 😊,Suspicious activity detected,report_fraud,upset,0.79,
hpy wid srvcs 😊,Help me report a scam,report_fraud,upset,0.87,
wnt 2 tlk 2 sm1,My money was stolen,report_fraud,angry,0.9,Can you provide transaction ID?
ph*i&r erro*r aa$ raha hai,I want to report a fraud,report_fraud,angry,0.8,
mera account block ho gaya 😭,Unknown deduction from my account,report_fraud,worried,0.78,
IFSC kya hota hai?,There was an unauthorized transaction,report_fraud,worried,0.91,Please share more details
phone  num@ber  badalna  h$a$i,Fraud alert on my account,report_fraud,worried,0.95,
IFSC kya hota hai?,My money was stolen,report_fraud,upset,0.71,
phir  error  aa  raha  hai,Money missing from account,report_fraud,upset,0.94,
phir error aa raha hai,There was an unauthorized transaction,report_fraud,angry,0.96,Can you provide transaction ID?
msg err agn,Help me report a scam,report_fraud,upset,0.86,Can you provide transaction ID?
msg e@rr agn,Fraud alert on my account,report_fraud,upset,0.74,
hpy wi@d *s#rvcs$ 😊,Someone scammed me,report_fraud,angry,0.71,
🤔 uh wo#t's IFSC??,Money missing from account,report_fraud,upset,0.98,
😡  y  tf  my  txn  fail,There was an unauthorized transaction,report_fraud,worried,0.84,
🙄  y  @u  guys  slow$,Unknown deduction from my account,report_fraud,angry,0.96,Please share more details
bal *p&ls,Fraud alert on my account,report_fraud,angry,0.79,Can you provide transaction ID?
hpy  wid  srvcs  😊,Fraud alert on my account,report_fraud,worried,0.86,Can you provide transaction ID?
service  achi  lagi  😊,Fraud alert on my account,report_fraud,angry,0.79,Please share more details
mera  account  block  ho  gaya  😭,Unknown deduction from my account,report_fraud,upset,0.88,Can you provide transaction ID?
bhai balance dikha,Money missing from account,report_fraud,angry,0.96,
no clue wht hppnd 😕,I think this is fraud,report_fraud,worried,0.81,Can you provide transaction ID?
sam&ajh n%ahi aaya,My money was stolen,report_fraud,angry,0.8,Can you provide transaction ID?
upd8 p@hn no.,I think this is fraud,report_fraud,upset,0.96,
phone  num@ber  badalna  h$a$i,Money missing from account,report_fraud,worried,0.92,Can you provide transaction ID?
bhai  balance  dikha,I want to report a fraud,report_fraud,angry,0.83,Please share more details
IFSC  kya  hota  hai?,Unknown deduction from my account,report_fraud,upset,0.86,
wnt 2 tlk 2 sm1,Unknown deduction from my account,report_fraud,angry,0.88,
hpy wi$d srvcs 😊@,Fraud alert on my account,report_fraud,worried,0.9,Can you provide transaction ID?
sam#ajh nahi aaya,There was an unauthorized transaction,report_fraud,worried,0.83,Please share more details
samajh  nahi  aaya,Suspicious activity detected,report_fraud,angry,0.96,Can you provide transaction ID?
samajh  nahi  aaya,Money missing from account,report_fraud,angry,0.96,
msg err agn,Fraud alert on my account,report_fraud,angry,0.92,
IF^S$C ky^a hota hai?,Unknown deduction from my account,report_fraud,upset,0.99,Can you provide transaction ID?
😡  #y  tf  my  t#xn  @fa#il,Fraud alert on my account,report_fraud,worried,0.91,
i@tna  @slow  kyu$  @ho,My money was stolen,report_fraud,upset,0.74,Can you provide transaction ID?
u#pd8  ph$n  no.,I want to report a fraud,report_fraud,angry,0.8,
phone  number  badalna  hai,Fraud alert on my account,report_fraud,worried,0.97,Can you provide transaction ID?
bal  p$ls,I want to report a fraud,report_fraud,upset,0.81,Please share more details
s@ervi@ce achi lagi 😊&,I think this is fraud,report_fraud,worried,0.77,Can you provide transaction ID?
🙄  y  u  guys  slow,Money missing from account,report_fraud,angry,0.7,Can you provide transaction ID?
hpy  wid  srvcs  😊,Unknown deduction from my account,report_fraud,upset,0.9,Can you provide transaction ID?
😡  y@  tf  my  txn  fail,Someone scammed me,report_fraud,upset,0.79,Please share more details
samajh  nahi  aaya,Unknown deduction from my account,report_fraud,upset,0.88,Please share more details
mera account b^lock h%o ga%ya 😭,There was an unauthorized transaction,report_fraud,angry,0.96,Can you provide transaction ID?
msg err agn,My money was stolen,report_fraud,upset,0.94,Can you provide transaction ID?
bal pls,Suspicious activity detected,report_fraud,angry,0.98,Please share more details
🙄 y u guys slow,Suspicious activity detected,report_fraud,angry,0.79,Please share more details
ph$one  n#umber  ba$dalna  hai,I think this is fraud,report_fraud,upset,0.85,Please share more details
IFSC  kya  hota  hai?,Fraud alert on my account,report_fraud,angry,0.72,
😭  acct  blckd?,My money was stolen,report_fraud,upset,0.97,
m@s@g  err  #agn,Suspicious activity detected,report_fraud,angry,0.75,Please share more details
😡  y  tf  my  txn  fail,Unknown deduction from my account,report_fraud,upset,0.88,Please share more details
service achi lagi 😊,Fraud alert on my account,report_fraud,upset,0.98,
m@ere  p$aise  kahan  gaye  😡,Fraud alert on my account,report_fraud,angry,0.72,Can you provide transaction ID?
🤔 uh wot's IFSC??,My money was stolen,report_fraud,worried,0.73,Can you provide transaction ID?
😡  y  tf  my  txn  fail,Unknown deduction from my account,report_fraud,worried,0.86,
wnt 2 tlk %2 sm1,Unknown deduction from my account,report_fraud,upset,0.93,Can you provide transaction ID?
🙄#  y  u  guys  slow,Someone scammed me,report_fraud,worried,0.91,Please share more details
m#era#  account  bl#ock  ho@  gaya  😭,There was an unauthorized transaction,report_fraud,angry,0.87,
IFSC  kya  hota  hai?,Someone scammed me,report_fraud,worried,0.76,
itna slow kyu ho,I think this is fraud,report_fraud,worried,0.93,
IFSC kya hota hai?,There was an unauthorized transaction,report_fraud,angry,0.81,Please share more details
bal# p@ls*,Suspicious activity detected,report_fraud,worried,0.75,
bhai ba$lance& dikha@,Someone scammed me,report_fraud,angry,0.8,Please share more details
IFSC kya hota hai?,Money missing from account,report_fraud,angry,0.95,Please share more details
no clue wht hppnd 😕,I think this is fraud,report_fraud,angry,0.8,
🤔 uh @wot's I%FSC??,Help me report a scam,report_fraud,worried,0.77,Can you provide transaction ID?
🤔 uh wot's IFSC??,Suspicious activity detected,report_fraud,upset,0.71,Can you provide transaction ID?
😡 y ^tf my txn fail,Someone scammed me,report_fraud,worried,0.76,Please share more details
m%ere paise kahan gaye 😡,Fraud alert on my account,report_fraud,angry,0.93,
itna  slow  kyu  ho,My money was stolen,report_fraud,angry,0.92,
phir error aa* raha hai@,Unknown deduction from my account,report_fraud,angry,0.83,
no cl#ue* wht hppnd 😕,Help me report a scam,report_fraud,worried,0.96,Please share more details
🤔  uh  wot's  IFSC??,Fraud alert on my account,report_fraud,angry,0.77,Please share more details
itna slow kyu ho,Someone scammed me,report_fraud,worried,0.74,Can you provide transaction ID?
msg  err  a#gn,I want to report a fraud,report_fraud,upset,0.88,Please share more details
🤔  uh  @wot's  IFSC??@,My money was stolen,report_fraud,angry,0.71,Can you provide transaction ID?
kisi se baat k#arni# ha#i,I want to report a fraud,report_fraud,angry,0.71,Please share more details
mera account block ho gaya 😭,Someone scammed me,report_fraud,worried,0.71,
mera account block ho gaya 😭,Suspicious activity detected,report_fraud,angry,0.96,Please share more details
it@na  slow  kyu  ho,Help me report a scam,report_fraud,upset,0.81,Please share more details
IFSC  kya  hota  hai?,Someone scammed me,report_fraud,worried,0.75,Can you provide transaction ID?
bhai  bala@nce  dikha,Unknown deduction from my account,report_fraud,worried,0.77,Please share more details
phone  number  badalna  hai,Money missing from account,report_fraud,upset,0.88,Can you provide transaction ID?
bhai bal$ance dikha,Someone scammed me,report_fraud,worried,0.93,Please share more details
itna slow kyu *ho^,My money was stolen,report_fraud,angry,0.89,Please share more details
😡 y tf my txn fail,There was an unauthorized transaction,report_fraud,worried,0.96,Can you provide transaction ID?
upd8 phn no.,Fraud alert on my account,report_fraud,angry,0.84,Can you provide transaction ID?
service ach@i lagi 😊,Money missing from account,report_fraud,upset,0.76,Please share more details
phone  numb@er  badalna  hai,Suspicious activity detected,report_fraud,worried,0.9,Can you provide transaction ID?
phone  number  badalna  hai,Fraud alert on my account,report_fraud,upset,0.79,Can you provide transaction ID?
😭  acct  blckd?,My money was stolen,report_fraud,worried,0.71,Please share more details
mere  paise  kahan  gaye  😡,Someone scammed me,report_fraud,angry,0.75,Can you provide transaction ID?
itna slow kyu ho,My money was stolen,report_fraud,angry,0.89,Can you provide transaction ID?
phir error aa raha #hai,There was an unauthorized transaction,report_fraud,worried,0.78,Please share more details
itna  sl#ow@  @ky#u  ho,Unknown deduction from my account,report_fraud,angry,0.75,Please share more details
phir$ error@ aa raha hai,I want to report a fraud,report_fraud,upset,0.71,
mera account block ho gaya 😭,I want to report a fraud,report_fraud,upset,0.77,
😡 y tf my txn fail,I think this is fraud,report_fraud,angry,0.83,
🙄  y  u  guys  slow,I think this is fraud,report_fraud,worried,0.78,
no clue wht hppnd 😕,I want to report a fraud,report_fraud,worried,0.94,Please share more details
mere paise kahan gaye 😡,Unknown deduction from my account,report_fraud,worried,0.98,
p@hir$  error  $aa  @raha  $hai,Fraud alert on my account,report_fraud,angry,0.91,
service  achi  lagi  😊,Help me report a scam,report_fraud,angry,0.76,Can you provide transaction ID?
mera account block ho gaya 😭,Suspicious activity detected,report_fraud,upset,0.76,Please share more details
no# c@lue wht hppnd 😕,Help me report a scam,report_fraud,worried,0.86,
itna  slow  kyu  ho,Unknown deduction from my account,report_fraud,worried,0.86,
mere  paise  kahan  gaye  😡,Fraud alert on my account,report_fraud,worried,0.79,
samajh nahi aaya,My money was stolen,report_fraud,upset,0.95,Can you provide transaction ID?
phone  number  badalna  hai,Unknown deduction from my account,report_fraud,angry,0.76,Please share more details
bhai  balance  dikha,Help me report a scam,report_fraud,worried,0.74,Please share more details
upd8  phn  no.,Money missing from account,report_fraud,worried,0.78,Can you provide transaction ID?
m#era  ac@count  block  ho  gaya  😭,There was an unauthorized transaction,report_fraud,upset,0.77,Can you provide transaction ID?
h#p#y  #wid  s$r$vcs@  😊,There was an unauthorized transaction,report_fraud,upset,0.72,
hpy wid# &srvcs 😊,Suspicious activity detected,report_fraud,upset,0.74,
msg@  err  #agn#,Help me report a scam,report_fraud,upset,0.88,Can you provide transaction ID?
service  achi  lagi  😊,Money missing from account,report_fraud,angry,0.87,Please share more details
hpy wid sr%v$cs 😊,Help me report a scam,report_fraud,worried,0.75,
😭 a%cc#t blckd?,Help me report a scam,report_fraud,worried,0.82,
no  clu@e@  w$h@t  hppnd  😕,There was an unauthorized transaction,report_fraud,upset,0.83,
hpy wi@d srvcs# 😊,There was an unauthorized transaction,report_fraud,worried,0.89,Please share more details
bal pls,Help me report a scam,report_fraud,angry,0.99,
bh@ai  bala@nce  dik@ha,I want to report a fraud,report_fraud,upset,0.7,
